"7021","54","Centrium Tower 4","centrium-tower-4","0","0","1","25.039934","55.193316"
"7045","5981","Bromellia","bromellia","0","0","1","25.099422","55.312967"
"7057","5889","Residential City","residential-city","0","0","1","24.897783","55.143096"
"7069","33","Platinum One","platinum-one","0","0","1","25.066848","55.245548"
"7090","78","Business Central Tower 2","business-central-tower-2","0","0","1","25.100197","55.169297"
"7108","6004","Mira 1","mira-1","0","0","1","",""
"7141","53","Zaya Hameni","zaya-hameni","0","0","1","25.060198","55.209351"
"7153","7147","Al Safa 2","al-safa-2","0","0","1","25.159125","55.224144"
"7165","6119","Al Khail Heights Building 4A","al-khail-heights-building-4a","0","0","1","25.110946","55.240638"
"7177","6119","Al Khail Heights Building 6A","al-khail-heights-building-6a","0","0","1","25.110946","55.240638"
"7189","6119","Al Khail Heights Building 8A","al-khail-heights-building-8a","0","0","1","25.110946","55.240638"
"7204","6119","Al Khail Heights Building 10B","al-khail-heights-building-10b","0","0","1","25.110946","55.240638"
"7216","47","Barton House 1","barton-house-1","0","0","1","25.044933","55.242753"
"7228","3566","Al Dana Tower","al-dana-tower","0","0","1","24.468970","54.338476"
"7261","17","Al Barsha Business Centre","al-barsha-business-centre","0","0","1","25.113517","55.194108"
"7273","16","Palm Views West","palm-views-west","0","0","1","25.114459","55.137113"
"7285","36","Eta Star","eta-star","0","0","1","25.208840","55.277032"
"7297","1","Al Karama","al-karama","0","1","0","25.248920","55.306055"
"7300","7297","Al Abbas Building","al-abbas-building","0","0","1","25.254723","55.305839"
"7963","8121","Golf Towers 2","golf-towers-2","0","0","1","",""
"7968","8121","Panorama At The Views Tower 2","panorama-at-the-views-tower-2","0","0","1","25.090826","55.171148"
"7970","8121","Panorama At The Views Tower 4","panorama-at-the-views-tower-4","0","0","1","25.090826","55.171931"
"7975","8121","The Links West Tower","the-links-west-tower","0","0","1","25.090135","55.169940"
"7982","8121","Travo","travo","0","0","1","25.090537","55.171993"
"7999","1","Dubai Creek Harbour","dubai-creek-harbour","0","1","0","25.194898","55.359464"
"8000","7999","Dubai Creek Harbour","dubai-creek-harbour","0","0","1","25.194545","55.364130"
"8024","3554","Al Zeina Townhouses","al-zeina-townhouses","0","0","1","24.522319","54.625947"
"8031","24","Armani Residences","armani-residences","0","0","1","25.197457","55.274176"
"8036","15","Marina Quay West","marina-quay-west","0","0","1","25.076330","55.136440"
"8043","1790","Queen Tower","queen-tower","0","0","1","25.323582","55.379699"
"17996","17995","Mina Al Fajer","mina-al-fajer","0","0","1","",""
"18002","3","Al Mirgab","al-mirgab","0","1","0","",""
